# distance_m=257.0
# duration_s=181
# pace=11:44 / km
t,roll,pitch,yaw,tempC,cadence,strideM,deltaH,label
100.600,72.910,-12.128,-21.562,26.40,57.6,0.074,,walking
100.700,42.034,-3.479,-42.644,26.37,57.6,0.074,,walking
100.800,13.806,2.214,-53.921,26.35,57.6,0.074,,walking
100.900,-11.008,4.333,-65.949,26.31,57.6,0.074,,walking
101.000,-20.227,9.113,-115.078,26.28,57.6,0.074,,walking
101.100,-17.233,16.929,22.310,26.26,57.6,0.074,,walking
101.200,-8.035,21.473,79.899,26.24,57.6,0.074,,walking
101.300,3.174,28.340,108.735,26.23,57.6,0.074,,walking
101.400,13.979,38.459,-4.946,26.22,57.6,0.074,,walking
101.500,16.196,42.793,-51.163,26.22,57.6,0.074,,walking
101.600,5.265,40.410,-66.468,26.23,57.6,0.074,,walking
101.700,-24.751,26.249,-73.257,26.24,57.6,0.074,,walking
101.800,-46.781,16.492,-72.996,26.24,57.6,0.074,,walking
101.900,-56.187,12.313,-74.430,26.24,57.6,0.074,,walking
102.000,-60.546,11.072,-78.538,26.23,57.6,0.074,,walking
102.100,-65.939,8.971,-95.879,26.20,57.6,0.074,,walking
102.200,-57.358,11.596,-116.942,26.18,57.6,0.074,,walking
102.300,-37.494,20.343,27.330,26.16,57.6,0.074,,walking
102.400,-18.822,29.596,89.840,26.15,57.6,0.074,,walking
102.500,-1.654,49.114,54.980,26.14,57.6,0.074,,walking
102.600,5.703,70.044,-29.147,26.14,57.6,0.074,,walking
102.700,5.860,67.493,-48.974,26.14,57.6,0.074,,walking
102.800,11.409,71.436,-54.978,26.14,57.6,0.074,,walking
102.900,-10.370,60.367,-51.748,26.14,57.6,0.074,,walking
103.000,-37.724,39.154,-28.178,26.15,57.6,0.074,,walking
103.100,-34.014,15.541,-68.927,26.16,57.6,0.074,,walking
103.200,5.947,5.998,-81.737,26.17,57.6,0.074,,walking
103.300,-35.122,5.155,-92.662,26.18,57.6,0.074,,walking
103.400,-14.169,-0.048,-78.362,26.20,57.6,0.074,,walking
103.500,5.767,-7.589,-82.715,26.20,57.6,0.074,,walking
103.600,12.451,-10.441,-80.837,26.18,57.6,0.074,,walking
103.700,11.230,-4.510,-74.768,26.17,57.6,0.074,,walking
103.800,40.355,6.851,-64.832,26.16,57.6,0.074,,walking
103.900,43.766,10.236,-62.797,26.15,57.6,0.074,,walking
104.000,30.298,7.685,-67.483,26.15,57.6,0.074,,walking
104.100,8.447,7.290,-73.773,26.15,57.6,0.074,,walking
104.200,-16.743,13.687,-77.796,26.15,57.6,0.074,,walking
104.300,-45.092,13.387,-91.430,26.14,57.6,0.074,,walking
104.400,-63.147,15.485,-107.458,26.13,57.6,0.074,,walking
104.500,-57.657,15.392,-90.812,26.13,57.6,0.074,,walking
104.600,-49.372,11.239,-44.690,26.13,57.6,0.074,,walking
104.700,-31.843,10.528,-17.406,26.14,57.6,0.074,,walking
104.800,-15.199,16.855,-3.593,26.14,57.6,0.074,,walking
104.900,-0.796,23.328,1.934,26.15,57.6,0.074,,walking
105.000,5.680,27.130,-34.263,26.17,57.6,0.074,,walking
105.100,5.702,34.519,-72.915,26.18,57.6,0.074,,walking
105.200,-10.547,41.504,-89.732,26.19,57.6,0.074,,walking
105.300,-39.614,43.917,-98.031,26.20,57.6,0.074,,walking
105.400,-48.772,45.074,-105.343,26.21,57.6,0.074,,walking
105.500,-52.971,48.161,-114.531,26.22,57.6,0.074,,walking
105.600,-45.658,45.781,-123.918,26.24,57.6,0.074,,walking
105.700,-36.647,40.062,-68.185,26.25,57.6,0.074,,walking
105.800,-24.823,33.292,22.537,26.26,57.6,0.074,,walking
105.900,-10.415,34.908,74.628,26.27,57.6,0.074,,walking
106.000,6.085,43.929,120.757,26.27,57.6,0.074,,walking
106.100,15.402,50.899,-23.526,26.29,57.6,0.074,,walking
106.200,20.667,50.856,-71.286,26.29,57.6,0.074,,walking
106.300,12.614,41.355,-80.470,26.31,57.6,0.074,,walking
106.400,-27.630,26.828,-81.443,26.31,57.6,0.074,,walking
106.500,-50.655,11.402,-79.180,26.31,57.6,0.074,,walking
106.600,-61.172,1.848,-75.232,26.31,57.6,0.074,,walking
106.700,-70.400,-2.267,-79.325,26.28,57.6,0.074,,walking
106.800,-66.487,-3.850,-104.804,26.25,57.6,0.074,,walking
106.900,-57.314,5.124,-60.390,26.22,57.6,0.074,,walking
107.000,-36.143,20.781,59.839,26.20,57.6,0.074,,walking
107.100,-22.676,38.329,114.160,26.19,57.6,0.074,,walking
107.200,-15.263,46.510,68.803,26.18,57.6,0.074,,walking
107.300,-8.044,47.294,-37.165,26.18,57.6,0.074,,walking
107.400,-8.076,38.460,-67.580,26.18,57.6,0.074,,walking
107.500,-29.256,29.482,-73.774,26.19,57.6,0.074,,walking
107.600,-53.039,12.175,-73.178,26.20,57.6,0.074,,walking
107.700,-63.836,4.549,-70.962,26.19,57.6,0.074,,walking
107.800,-68.275,-1.420,-69.969,26.18,57.6,0.074,,walking
107.900,-72.439,-4.274,-85.818,26.15,57.6,0.074,,walking
108.000,-63.968,0.029,-114.285,26.13,57.6,0.074,,walking
108.100,-46.222,9.979,-40.766,26.11,57.6,0.074,,walking
108.200,-26.985,19.799,67.497,26.10,57.6,0.074,,walking
108.300,-12.059,31.307,118.524,26.10,57.6,0.074,,walking
108.400,-0.149,42.683,-24.106,26.10,57.6,0.074,,walking
108.500,7.672,49.499,-63.186,26.10,57.6,0.074,,walking
108.600,9.627,53.973,-70.764,26.11,57.6,0.074,,walking
108.700,5.271,64.300,-68.252,26.12,57.6,0.074,,walking
108.800,-31.302,57.021,-59.807,26.13,57.6,0.074,,walking
108.900,-68.009,46.295,-30.581,26.14,57.6,0.074,,walking
109.000,-81.161,39.455,13.116,26.15,57.6,0.074,,walking
109.100,-32.779,39.794,-8.351,26.15,57.6,0.074,,walking
109.200,-16.849,31.412,-38.028,26.16,57.6,0.074,,walking
109.300,-18.244,22.865,-56.473,26.16,57.6,0.074,,walking
109.400,-23.583,0.702,-72.502,26.16,57.6,0.074,,walking
109.500,-32.698,2.029,-79.403,26.15,57.6,0.074,,walking
109.600,-24.233,12.021,-84.254,26.13,57.6,0.074,,walking
109.700,-1.149,24.121,-90.084,26.12,57.6,0.074,,walking
109.800,10.472,35.905,-78.798,26.11,57.6,0.074,,walking
109.900,-1.885,30.452,-63.994,26.12,57.6,0.074,,walking
110.000,-39.211,18.595,-53.187,26.12,57.6,0.074,,walking
110.100,-70.191,9.227,-46.254,26.12,57.6,0.074,,walking
110.200,-87.308,3.314,-45.220,26.12,57.6,0.074,,walking
110.300,-88.453,6.100,-40.687,26.13,57.6,0.074,,walking
110.400,-77.814,7.752,-29.129,26.13,57.6,0.074,,walking
110.500,-64.756,-3.679,-18.704,26.14,57.6,0.074,,walking
110.600,-50.698,-8.295,-11.584,26.14,57.6,0.074,,walking
110.700,-29.792,-0.332,-1.665,26.15,57.6,0.074,,walking
110.800,-2.940,23.914,-53.532,26.15,57.6,0.074,,walking
110.900,9.066,40.067,-65.317,26.16,57.6,0.074,,walking
111.000,-2.814,39.298,-66.627,26.16,57.6,0.074,,walking
111.100,-24.513,23.556,-67.409,26.17,57.6,0.074,,walking
111.200,-43.070,14.186,-65.928,26.17,57.6,0.074,,walking
111.300,-60.232,9.386,-61.246,26.17,57.6,0.074,,walking
111.400,-64.368,8.042,-55.696,26.17,57.6,0.074,,walking
111.500,-64.992,5.489,-3.442,26.18,57.6,0.074,,walking
111.600,-54.893,8.222,59.860,26.17,57.6,0.074,,walking
111.700,-33.203,13.636,88.808,26.18,57.6,0.074,,walking
111.800,-14.856,26.444,108.167,26.19,57.6,0.074,,walking
111.900,-3.067,37.102,133.476,26.19,57.6,0.074,,walking
112.000,2.183,40.853,-7.889,26.20,57.6,0.074,,walking
112.100,5.024,46.574,-56.068,26.21,57.6,0.074,,walking
112.200,6.035,45.736,-70.763,26.21,57.6,0.074,,walking
112.300,-27.989,29.650,-75.192,26.22,57.6,0.074,,walking
112.400,-48.799,15.142,-74.063,26.22,57.6,0.074,,walking
112.500,-60.501,6.444,-70.491,26.20,57.6,0.074,,walking
112.600,-69.145,3.229,-75.296,26.17,57.6,0.074,,walking
112.700,-67.864,5.192,-107.552,26.14,57.6,0.074,,walking
112.800,-58.882,13.527,34.376,26.12,57.6,0.074,,walking
112.900,-37.048,22.456,82.080,26.09,57.6,0.074,,walking
113.000,-16.933,31.194,102.444,26.08,57.6,0.074,,walking
113.100,-4.615,38.978,132.425,26.08,57.6,0.074,,walking
113.200,5.229,37.950,8.896,26.08,57.6,0.074,,walking
113.300,4.940,29.761,-40.702,26.08,57.6,0.074,,walking
113.400,-17.561,19.872,-61.582,26.09,57.6,0.074,,walking
113.500,-43.929,16.783,-70.085,26.10,57.6,0.074,,walking
113.600,-62.259,17.176,-75.597,26.11,57.6,0.074,,walking
113.700,-73.166,17.882,-86.123,26.11,57.6,0.074,,walking
113.800,-76.531,17.609,-101.046,26.10,57.6,0.074,,walking
113.900,-71.502,17.926,-129.862,26.10,57.6,0.074,,walking
114.000,-55.914,16.172,-19.631,26.10,57.6,0.074,,walking
114.100,-35.476,12.536,26.780,26.11,57.6,0.074,,walking
114.200,-13.496,13.596,47.954,26.11,57.6,0.074,,walking
114.300,3.908,17.631,-15.450,26.12,57.6,0.074,,walking
114.400,13.440,21.619,-63.064,26.13,57.6,0.074,,walking
114.500,16.471,18.437,-77.196,26.14,57.6,0.074,,walking
114.600,-2.861,5.944,-83.856,26.15,57.6,0.074,,walking
114.700,-28.135,5.523,-85.891,26.16,57.6,0.074,,walking
114.800,-47.390,9.540,-88.486,26.17,57.6,0.074,,walking
114.900,-65.716,10.266,-97.800,26.18,57.6,0.074,,walking
115.000,-76.409,11.604,-115.074,26.19,57.6,0.074,,walking
115.100,-71.185,13.905,-68.446,26.20,57.6,0.074,,walking
115.200,-54.918,10.559,-13.447,26.21,57.6,0.074,,walking
115.300,-34.364,5.637,7.942,26.22,57.6,0.074,,walking
115.400,-16.099,3.211,13.939,26.23,57.6,0.074,,walking
115.500,3.012,4.942,6.156,26.24,57.6,0.074,,walking
115.600,16.873,7.140,-46.663,26.25,57.6,0.074,,walking
115.700,21.990,6.698,-71.082,26.26,57.6,0.074,,walking
115.800,3.906,-0.685,-80.918,26.27,57.6,0.074,,walking
115.900,-19.953,2.064,-82.663,26.28,57.6,0.074,,walking
116.000,-42.378,7.219,-82.638,26.28,57.6,0.074,,walking
116.100,-65.196,8.634,-90.033,26.29,57.6,0.074,,walking
116.200,-78.649,8.351,-103.085,26.30,57.6,0.074,,walking
116.300,-73.774,9.848,-78.452,26.31,57.6,0.074,,walking
116.400,-57.285,6.417,-7.741,26.32,57.6,0.074,,walking
116.500,-36.988,2.810,32.264,26.33,57.6,0.074,,walking
116.600,-13.508,10.946,69.218,26.34,57.6,0.074,,walking
116.700,9.230,28.343,-9.927,26.34,57.6,0.074,,walking
116.800,16.793,38.830,-52.987,26.36,57.6,0.074,,walking
116.900,1.639,35.535,-64.097,26.36,57.6,0.074,,walking
117.000,-18.824,21.020,-68.257,26.37,57.6,0.074,,walking
117.100,-38.424,10.080,-68.315,26.37,57.6,0.074,,walking
117.200,-54.474,7.631,-67.426,26.38,57.6,0.074,,walking
117.300,-63.498,4.479,-69.927,26.38,57.6,0.074,,walking
117.400,-63.141,4.052,-89.602,26.39,57.6,0.074,,walking
117.500,-54.666,6.500,7.277,26.40,57.6,0.074,,walking
117.600,-36.133,10.351,76.671,26.41,57.6,0.074,,walking
117.700,-16.471,20.856,107.554,26.41,57.6,0.074,,walking
117.800,-1.678,36.461,83.726,26.42,57.6,0.074,,walking
117.900,5.964,47.410,-33.500,26.43,57.6,0.074,,walking
118.000,6.433,47.117,-62.065,26.44,57.6,0.074,,walking
118.100,-8.194,35.875,-69.841,26.44,57.6,0.074,,walking
118.200,-24.941,18.842,-71.256,26.45,57.6,0.074,,walking
118.300,-44.105,4.393,-70.770,26.45,57.6,0.074,,walking
118.400,-52.426,4.336,-69.605,26.45,57.6,0.074,,walking
118.500,-54.616,3.752,-75.800,26.45,57.6,0.074,,walking
118.600,-55.491,4.539,-103.171,26.44,57.6,0.074,,walking
118.700,-49.251,5.601,0.652,26.44,57.6,0.074,,walking
118.800,-30.260,14.054,81.058,26.44,57.6,0.074,,walking
118.900,-12.446,30.071,118.679,26.44,57.6,0.074,,walking
119.000,-3.862,44.122,87.852,26.45,57.6,0.074,,walking
119.100,-0.381,45.450,-21.550,26.46,57.6,0.074,,walking
119.200,-4.610,35.589,-59.813,26.46,57.6,0.074,,walking
119.300,-17.560,26.178,-71.970,26.47,57.6,0.074,,walking
119.400,-38.355,11.100,-74.879,26.48,57.6,0.074,,walking
119.500,-50.348,6.305,-73.317,26.48,57.6,0.074,,walking
119.600,-55.131,5.219,-78.008,26.49,57.6,0.074,,walking
119.700,-56.001,1.069,-100.295,26.49,57.6,0.074,,walking
119.800,-56.918,2.028,-69.530,26.50,57.6,0.074,,walking
119.900,-42.188,10.086,53.704,26.51,57.6,0.074,,walking
120.000,-28.758,24.694,106.655,26.51,57.6,0.074,,walking
120.100,-19.714,33.430,134.976,26.51,57.6,0.074,,walking
120.200,-15.105,39.224,-24.196,26.51,57.6,0.074,,walking
120.300,-11.869,38.501,-67.864,26.51,57.6,0.074,,walking
120.400,-13.360,30.658,-74.351,26.50,57.6,0.074,,walking
120.500,-29.847,15.492,-73.892,26.49,57.6,0.074,,walking
120.600,-40.970,14.165,-72.736,26.48,57.6,0.074,,walking
120.700,-50.047,13.411,-71.598,26.48,57.6,0.074,,walking
120.800,-50.316,14.122,-78.326,26.47,57.6,0.074,,walking
120.900,-49.932,15.565,-103.946,26.47,57.6,0.074,,walking
121.000,-44.282,19.385,-79.288,26.48,57.6,0.074,,walking
121.100,-28.102,28.849,44.477,26.48,57.6,0.074,,walking
121.200,-15.882,42.302,101.854,26.48,57.6,0.074,,walking
121.300,-9.799,51.469,-11.238,26.48,57.6,0.074,,walking
121.400,-7.112,53.545,-68.289,26.48,57.6,0.074,,walking
121.500,-4.917,48.772,-76.092,26.47,57.6,0.074,,walking
121.600,-19.505,31.819,-75.263,26.46,57.6,0.074,,walking
121.700,-40.207,19.260,-71.371,26.44,57.6,0.074,,walking
121.800,-51.938,19.424,-67.038,26.44,57.6,0.074,,walking
121.900,-58.098,18.780,-66.345,26.43,57.6,0.074,,walking
122.000,-56.164,16.750,-77.447,26.43,57.6,0.074,,walking
122.100,-51.890,19.116,-109.540,26.43,57.6,0.074,,walking
122.200,-42.198,23.066,36.133,26.44,57.6,0.074,,walking
122.300,-25.267,32.782,92.802,26.45,57.6,0.074,,walking
122.400,-12.976,43.989,123.088,26.45,57.6,0.074,,walking
122.500,-9.563,50.491,-2.409,26.46,57.6,0.074,,walking
122.600,-5.466,57.175,-66.569,26.46,57.6,0.074,,walking
122.700,-3.125,63.055,-77.390,26.46,57.6,0.074,,walking
122.800,4.808,65.613,-76.661,26.45,57.6,0.074,,walking
122.900,14.022,71.425,-68.850,26.44,57.6,0.074,,walking
123.000,12.590,56.006,-64.366,26.43,57.6,0.074,,walking
123.100,-5.878,32.509,-74.636,26.42,57.6,0.074,,walking
123.200,-24.840,12.088,-118.959,26.42,57.6,0.074,,walking
123.300,-51.797,-6.686,35.548,26.43,57.6,0.074,,walking
123.400,-21.118,-14.634,28.403,26.43,57.6,0.074,,walking
123.500,25.271,-19.503,-65.815,26.44,57.6,0.074,,walking
123.600,61.037,-23.632,-107.733,26.45,57.6,0.074,,walking
123.700,32.448,-36.328,-129.959,26.45,57.6,0.074,,walking
123.800,54.010,-54.577,-142.785,26.46,57.6,0.074,,walking
123.900,-9.408,-71.623,-143.646,26.46,57.6,0.074,,walking
124.000,-33.380,-69.949,-137.070,26.44,57.6,0.074,,walking
124.100,-48.517,-54.191,-127.521,26.40,57.6,0.074,,walking
124.200,-63.953,-39.805,-99.227,26.35,57.6,0.074,,walking
124.300,-69.594,-26.854,-74.166,26.29,57.6,0.074,,walking
124.400,-79.504,-18.094,-74.076,26.25,57.6,0.074,,walking
124.500,-78.468,-10.134,-108.118,26.21,57.6,0.074,,walking
124.600,-60.308,-0.505,19.233,26.19,57.6,0.074,,walking
124.700,-33.384,8.214,71.851,26.17,57.6,0.074,,walking
124.800,-10.114,21.457,103.207,26.17,57.6,0.074,,walking
124.900,4.956,31.415,-17.632,26.17,57.6,0.074,,walking
125.000,11.261,33.522,-62.640,26.17,57.6,0.074,,walking
125.100,-4.855,27.931,-74.849,26.18,57.6,0.074,,walking
125.200,-27.748,14.086,-76.767,26.18,57.6,0.074,,walking
125.300,-49.736,3.293,-76.281,26.19,57.6,0.074,,walking
125.400,-62.727,2.748,-77.569,26.18,57.6,0.074,,walking
125.500,-67.174,4.643,-83.051,26.17,57.6,0.074,,walking
125.600,-71.389,6.550,-107.388,26.17,57.6,0.074,,walking
125.700,-62.886,9.058,16.375,26.16,57.6,0.074,,walking
125.800,-40.450,17.484,83.826,26.16,57.6,0.074,,walking
125.900,-20.863,26.562,112.724,26.17,57.6,0.074,,walking
126.000,-7.814,41.178,139.116,26.17,57.6,0.074,,walking
126.100,-2.505,52.975,0.257,26.17,57.6,0.074,,walking
126.200,-4.642,69.234,-55.010,26.16,57.6,0.074,,walking
126.300,-9.712,78.628,-68.087,26.15,57.6,0.074,,walking
126.400,-6.520,84.933,-66.583,26.14,57.6,0.074,,walking
126.500,-5.120,68.197,-61.082,26.13,57.6,0.074,,walking
126.600,11.852,44.587,-64.182,26.12,57.6,0.074,,walking
126.700,7.288,22.241,-79.361,26.12,57.6,0.074,,walking
126.800,-7.693,7.409,-97.663,26.12,57.6,0.074,,walking
126.900,-6.829,-9.402,-123.965,26.12,57.6,0.074,,walking
127.000,39.184,-17.509,-127.769,26.13,57.6,0.074,,walking
127.100,68.331,-20.915,-130.625,26.13,57.6,0.074,,walking
127.200,81.987,-28.781,-138.182,26.14,57.6,0.074,,walking
127.300,88.038,-44.941,-152.333,26.14,57.6,0.074,,walking
127.400,82.323,-60.462,-164.664,26.13,57.6,0.074,,walking
127.500,35.498,-74.599,-145.300,26.11,57.6,0.074,,walking
127.600,4.257,-55.270,-128.175,26.07,57.6,0.074,,walking
127.700,-20.814,-43.106,-108.337,26.02,57.6,0.074,,walking
127.800,-34.426,-31.603,-87.227,25.96,57.6,0.074,,walking
127.900,-51.783,-23.588,-79.626,25.90,57.6,0.074,,walking
128.000,-59.909,-14.307,-101.613,25.85,57.6,0.074,,walking
128.100,-52.680,-3.680,-46.860,25.82,57.6,0.074,,walking
128.200,-31.760,5.750,59.197,25.80,57.6,0.074,,walking
128.300,-12.215,17.824,105.403,25.79,57.6,0.074,,walking
128.400,0.872,29.399,34.986,25.79,57.6,0.074,,walking
128.500,7.035,35.231,-51.371,25.79,57.6,0.074,,walking
128.600,-1.379,29.431,-73.247,25.79,57.6,0.074,,walking
128.700,-14.896,23.257,-78.590,25.79,57.6,0.074,,walking
128.800,-32.379,9.920,-78.443,25.80,57.6,0.074,,walking
128.900,-44.670,8.061,-77.105,25.79,57.6,0.074,,walking
129.000,-51.562,10.506,-76.898,25.80,57.6,0.074,,walking
129.100,-54.899,11.547,-85.056,25.79,57.6,0.074,,walking
129.200,-51.304,16.119,-114.494,25.79,57.6,0.074,,walking
129.300,-37.701,20.987,30.911,25.79,57.6,0.074,,walking
129.400,-22.845,28.814,97.816,25.79,57.6,0.074,,walking
129.500,-10.771,39.531,132.546,25.79,57.6,0.074,,walking
129.600,-4.770,47.118,60.417,25.80,57.6,0.074,,walking
129.700,-1.544,47.306,-31.007,25.80,57.6,0.074,,walking
129.800,-6.369,37.246,-62.462,25.80,57.6,0.074,,walking
129.900,-24.590,26.608,-72.989,25.79,57.6,0.074,,walking
130.000,-43.846,21.145,-76.636,25.79,57.6,0.074,,walking
130.100,-59.997,18.099,-80.337,25.78,57.6,0.074,,walking
130.200,-66.052,20.778,-88.106,25.78,57.6,0.074,,walking
130.300,-65.240,20.404,-104.661,25.78,57.6,0.074,,walking
130.400,-61.207,22.543,-33.234,25.77,57.6,0.074,,walking
130.500,-45.746,23.410,56.024,25.78,57.6,0.074,,walking
130.600,-25.646,28.611,95.389,25.77,57.6,0.074,,walking
130.700,-9.420,40.295,119.641,25.77,57.6,0.074,,walking
130.800,-2.178,52.161,42.411,25.78,57.6,0.074,,walking
130.900,0.593,61.571,-43.880,25.78,57.6,0.074,,walking
131.000,-0.170,69.631,-66.049,25.78,57.6,0.074,,walking
131.100,-0.326,83.547,-68.683,25.78,57.6,0.074,,walking
131.200,4.318,83.974,-65.371,25.77,57.6,0.074,,walking
131.300,16.167,57.887,-63.484,25.76,57.6,0.074,,walking
131.400,48.049,31.897,-71.458,25.76,57.6,0.074,,walking
131.500,86.692,17.487,-83.169,25.76,57.6,0.074,,walking
131.600,106.216,2.062,-99.648,25.76,57.6,0.074,,walking
131.700,116.579,-7.991,-121.945,25.76,57.6,0.074,,walking
131.800,125.908,-16.592,-145.689,25.77,57.6,0.074,,walking
131.900,133.148,-22.337,-1.963,25.78,57.6,0.074,,walking
132.000,129.904,-24.322,89.974,25.78,57.6,0.074,,walking
132.100,126.313,-29.768,133.620,25.79,57.6,0.074,,walking
132.200,129.069,-28.086,38.201,25.80,57.6,0.074,,walking
132.300,131.696,-29.368,2.534,25.81,57.6,0.074,,walking
132.400,90.745,-33.480,-17.791,25.82,57.6,0.074,,walking
132.500,50.114,-25.032,-49.407,25.83,57.6,0.074,,walking
132.600,19.051,-18.339,-54.738,25.84,57.6,0.074,,walking
132.700,-5.594,-15.286,-51.006,25.84,57.6,0.074,,walking
132.800,-27.061,-14.196,-50.599,25.83,57.6,0.074,,walking
132.900,-32.211,-8.828,60.861,25.81,57.6,0.074,,walking
133.000,-25.327,0.572,105.491,25.80,57.6,0.074,,walking
133.100,-8.858,17.063,122.732,25.79,57.6,0.074,,walking
133.200,-0.476,34.157,136.173,25.79,57.6,0.074,,walking
133.300,3.110,42.130,144.031,25.78,57.6,0.074,,walking
133.400,4.100,41.625,14.396,25.78,57.6,0.074,,walking
133.500,-10.289,29.206,-35.931,25.77,57.6,0.074,,walking
133.600,-28.401,14.872,-55.736,25.76,57.6,0.074,,walking
133.700,-42.828,6.228,-63.636,25.76,57.6,0.074,,walking
133.800,-50.408,6.335,-69.396,25.75,57.6,0.074,,walking
133.900,-51.703,6.921,-82.228,25.75,57.6,0.074,,walking
134.000,-53.052,7.845,-115.395,25.75,57.6,0.074,,walking
134.100,-43.916,11.854,38.352,25.74,57.6,0.074,,walking
134.200,-26.479,23.852,100.833,25.74,57.6,0.074,,walking
134.300,-15.515,37.345,132.509,25.74,57.6,0.074,,walking
134.400,-11.681,53.930,27.406,25.73,57.6,0.074,,walking
134.500,-12.127,70.437,-58.222,25.73,57.6,0.074,,walking
134.600,-15.602,77.381,-72.510,25.73,57.6,0.074,,walking
134.700,-16.607,85.372,-69.313,25.72,57.6,0.074,,walking
134.800,-11.907,90.845,-61.616,25.71,57.6,0.074,,walking
134.900,21.995,68.684,-55.813,25.71,57.6,0.074,,walking
135.000,41.045,37.961,-63.248,25.71,57.6,0.074,,walking
135.100,8.888,13.006,-79.534,25.72,57.6,0.074,,walking
135.200,50.099,2.525,-91.770,25.72,57.6,0.074,,walking
135.300,79.683,-2.081,-98.478,25.72,57.6,0.074,,walking
135.400,98.492,-5.158,-103.410,25.73,57.6,0.074,,walking
135.500,113.226,-5.161,-110.056,25.74,57.6,0.074,,walking
135.600,120.214,-9.433,-120.757,25.75,57.6,0.074,,walking
135.700,121.690,-15.957,-137.178,25.75,57.6,0.074,,walking
135.800,131.411,-8.570,-147.073,25.76,57.6,0.074,,walking
135.900,143.845,-3.822,-66.390,25.77,57.6,0.074,,walking
136.000,152.489,-3.911,46.990,25.78,57.6,0.074,,walking
136.100,158.787,0.787,85.737,25.80,57.6,0.074,,walking
136.200,155.859,5.838,94.319,25.81,57.6,0.074,,walking
136.300,155.342,-0.759,109.326,25.81,57.6,0.074,,walking
136.400,154.719,-4.756,124.546,25.82,57.6,0.074,,walking
136.500,153.893,-12.012,140.262,25.83,57.6,0.074,,walking
136.600,101.979,-19.421,45.162,25.84,57.6,0.074,,walking
136.700,37.853,-19.073,-51.286,25.85,57.6,0.074,,walking
136.800,-19.150,-20.406,-106.576,25.86,57.6,0.074,,walking
136.900,12.841,-29.718,-133.775,25.87,57.6,0.074,,walking
137.000,46.530,-44.653,-138.933,25.88,57.6,0.074,,walking
137.100,71.150,-60.317,-142.945,25.88,57.6,0.074,,walking
137.200,36.784,-77.061,-141.187,25.89,57.6,0.074,,walking
137.300,-4.163,-75.349,-125.557,25.87,57.6,0.074,,walking
137.400,-33.102,-61.441,-97.699,25.83,57.6,0.074,,walking
137.500,-54.015,-48.270,-67.185,25.79,57.6,0.074,,walking
137.600,-71.421,-36.925,-69.381,25.75,57.6,0.074,,walking
137.700,-66.784,-28.077,38.223,25.72,57.6,0.074,,walking
137.800,-50.846,-28.534,73.394,25.71,57.6,0.074,,walking
137.900,-27.379,-18.159,84.839,25.70,57.6,0.074,,walking
138.000,0.153,2.746,93.601,25.69,57.6,0.074,,walking
138.100,18.574,27.833,35.689,25.69,57.6,0.074,,walking
138.200,17.766,40.596,-19.014,25.70,57.6,0.074,,walking
138.300,8.698,37.778,-44.096,25.70,57.6,0.074,,walking
138.400,-17.680,16.921,-57.640,25.71,57.6,0.074,,walking
138.500,-51.113,-3.807,-65.033,25.71,57.6,0.074,,walking
138.600,-80.058,-11.240,-62.580,25.71,57.6,0.074,,walking
138.700,-86.016,-0.250,-73.919,25.69,57.6,0.074,,walking
138.800,-74.155,19.024,-98.774,25.67,57.6,0.074,,walking
138.900,-54.762,25.768,13.257,25.66,57.6,0.074,,walking
139.000,-26.278,42.906,74.818,25.65,57.6,0.074,,walking
139.100,-11.961,53.490,83.896,25.64,57.6,0.074,,walking
139.200,-5.479,56.692,-5.387,25.64,57.6,0.074,,walking
139.300,-4.113,50.637,-36.665,25.65,57.6,0.074,,walking
139.400,-1.958,35.701,-50.777,25.65,57.6,0.074,,walking
139.500,-0.010,19.595,-58.937,25.65,57.6,0.074,,walking
139.600,-2.546,7.425,-61.723,25.65,57.6,0.074,,walking
139.700,-1.282,14.180,-55.973,25.66,57.6,0.074,,walking
139.800,2.781,21.493,-43.822,25.66,57.6,0.074,,walking
139.900,-1.549,31.697,-34.016,25.67,57.6,0.074,,walking
140.000,-20.073,40.162,-33.246,25.68,57.6,0.074,,walking
140.100,-17.126,45.239,-34.704,25.69,57.6,0.074,,walking
140.200,-8.976,39.252,-37.430,25.70,57.6,0.074,,walking
140.300,5.188,35.687,-40.377,25.70,57.6,0.074,,walking
140.400,12.406,25.636,-39.495,25.71,57.6,0.074,,walking
140.500,19.315,15.791,-33.784,25.72,57.6,0.074,,walking
140.600,25.304,16.594,-25.904,25.73,57.6,0.074,,walking
140.700,31.631,11.322,-27.497,25.74,57.6,0.074,,walking
140.800,36.524,12.291,-36.372,25.75,57.6,0.074,,walking
140.900,9.014,17.282,-45.860,25.75,57.6,0.074,,walking
141.000,-34.894,18.566,-52.252,25.76,57.6,0.074,,walking
141.100,-42.766,15.115,-51.415,25.76,57.6,0.074,,walking
141.200,-32.746,13.924,-50.626,25.77,57.6,0.074,,walking
141.300,-8.727,14.911,-50.489,25.77,57.6,0.074,,walking
141.400,19.365,7.355,-49.962,25.78,57.6,0.074,,walking
141.500,34.339,-3.428,-49.670,25.78,57.6,0.074,,walking
141.600,44.025,-9.645,-50.494,25.79,57.6,0.074,,walking
141.700,35.968,0.677,-52.888,25.80,57.6,0.074,,walking
141.800,1.016,-0.093,-58.779,25.80,57.6,0.074,,walking
141.900,-0.411,16.214,-60.891,25.81,57.6,0.074,,walking
