# distance_m=257.0
# duration_s=181
# pace=11:44 / km
t,roll,pitch,yaw,tempC,cadence,strideM,deltaH,label
59.200,82.111,-35.747,105.792,28.10,57.6,0.074,,walking
59.300,82.771,-40.256,115.945,28.10,57.6,0.074,,walking
59.400,77.960,-35.991,129.261,28.10,57.6,0.074,,walking
59.500,76.219,-21.148,145.516,28.09,57.6,0.074,,walking
59.600,68.728,-12.420,110.863,28.10,57.6,0.074,,walking
59.700,41.315,-18.099,-32.776,28.10,57.6,0.074,,walking
59.800,8.425,-35.560,-83.745,28.09,57.6,0.074,,walking
59.900,-7.179,-35.788,-122.144,28.08,57.6,0.074,,walking
60.000,-25.679,-38.265,2.147,28.08,57.6,0.074,,walking
60.100,-31.303,-48.131,74.785,28.06,57.6,0.074,,walking
60.200,-20.532,-46.746,113.566,28.05,57.6,0.074,,walking
60.300,4.234,-31.262,42.165,28.04,57.6,0.074,,walking
60.400,27.480,-14.521,-32.184,28.03,57.6,0.074,,walking
60.500,52.284,-4.862,-57.900,28.03,57.6,0.074,,walking
60.600,81.010,-4.566,-71.957,28.02,57.6,0.074,,walking
60.700,106.051,-5.331,-79.281,28.02,57.6,0.074,,walking
60.800,122.879,-7.844,-83.897,28.02,57.6,0.074,,walking
60.900,127.831,-12.301,-104.442,28.01,57.6,0.074,,walking
61.000,96.540,-17.341,19.052,28.01,57.6,0.074,,walking
61.100,69.964,-11.343,87.534,28.01,57.6,0.074,,walking
61.200,31.195,-12.236,126.199,28.01,57.6,0.074,,walking
61.300,13.096,-13.329,139.270,28.01,57.6,0.074,,walking
61.400,39.574,-16.230,149.928,28.00,57.6,0.074,,walking
61.500,73.116,-22.105,153.738,28.00,57.6,0.074,,walking
61.600,93.111,-32.861,143.747,28.00,57.6,0.074,,walking
61.700,100.468,-40.682,131.403,28.00,57.6,0.074,,walking
61.800,91.820,-54.799,123.742,28.00,57.6,0.074,,walking
61.900,71.183,-58.855,123.520,28.00,57.6,0.074,,walking
62.000,59.395,-43.658,126.211,27.99,57.6,0.074,,walking
62.100,36.995,-23.047,125.384,27.98,57.6,0.074,,walking
62.200,15.767,-9.345,116.505,27.96,57.6,0.074,,walking
62.300,1.590,-4.478,115.492,27.95,57.6,0.074,,walking
62.400,5.103,-17.032,-1.207,27.94,57.6,0.074,,walking
62.500,30.263,-19.208,-56.346,27.93,57.6,0.074,,walking
62.600,59.568,-14.035,-79.054,27.92,57.6,0.074,,walking
62.700,79.385,-10.323,-87.260,27.92,57.6,0.074,,walking
62.800,83.840,-12.286,-94.698,27.91,57.6,0.074,,walking
62.900,112.712,-14.413,-110.470,27.91,57.6,0.074,,walking
63.000,115.675,-22.241,-129.118,27.90,57.6,0.074,,walking
63.100,90.240,-23.985,-48.663,27.90,57.6,0.074,,walking
63.200,65.668,-10.458,63.239,27.90,57.6,0.074,,walking
63.300,46.736,23.627,115.948,27.90,57.6,0.074,,walking
63.400,35.830,42.793,133.752,27.90,57.6,0.074,,walking
63.500,23.838,49.524,132.186,27.90,57.6,0.074,,walking
63.600,16.582,54.036,108.030,27.90,57.6,0.074,,walking
63.700,14.953,52.975,73.086,27.90,57.6,0.074,,walking
63.800,5.559,40.875,42.579,27.91,57.6,0.074,,walking
63.900,4.080,21.721,22.835,27.91,57.6,0.074,,walking
64.000,10.097,12.373,10.739,27.91,57.6,0.074,,walking
64.100,3.846,4.370,0.591,27.91,57.6,0.074,,walking
64.200,-2.875,-5.467,-11.368,27.92,57.6,0.074,,walking
64.300,-10.253,14.678,-30.675,27.92,57.6,0.074,,walking
64.400,5.348,15.663,-44.209,27.92,57.6,0.074,,walking
64.500,14.010,13.927,-68.121,27.93,57.6,0.074,,walking
64.600,18.255,15.162,-86.147,27.93,57.6,0.074,,walking
64.700,24.785,12.370,-100.079,27.94,57.6,0.074,,walking
64.800,21.606,17.362,-108.006,27.94,57.6,0.074,,walking
64.900,25.089,29.142,-109.985,27.94,57.6,0.074,,walking
65.000,36.780,37.573,-102.841,27.94,57.6,0.074,,walking
65.100,27.774,27.683,-94.633,27.94,57.6,0.074,,walking
65.200,3.768,12.406,-91.129,27.94,57.6,0.074,,walking
65.300,-19.590,1.636,-100.997,27.93,57.6,0.074,,walking
65.400,-26.775,-6.261,-115.924,27.92,57.6,0.074,,walking
65.500,-24.827,-11.025,-131.838,27.91,57.6,0.074,,walking
65.600,-23.836,-15.812,-146.775,27.90,57.6,0.074,,walking
65.700,-22.291,-9.816,-47.692,27.90,57.6,0.074,,walking
65.800,-16.136,-3.299,60.590,27.90,57.6,0.074,,walking
65.900,-10.598,10.768,112.072,27.89,57.6,0.074,,walking
66.000,0.854,27.115,126.270,27.89,57.6,0.074,,walking
66.100,16.084,29.181,-16.245,27.89,57.6,0.074,,walking
66.200,25.502,35.052,-57.674,27.89,57.6,0.074,,walking
66.300,19.931,34.540,-66.535,27.89,57.6,0.074,,walking
66.400,-22.874,19.005,-70.642,27.89,57.6,0.074,,walking
66.500,-58.771,-8.434,-81.720,27.88,57.6,0.074,,walking
66.600,-77.124,-15.445,-58.346,27.86,57.6,0.074,,walking
66.700,-92.106,-23.680,-48.586,27.83,57.6,0.074,,walking
66.800,-86.059,-27.358,-71.485,27.79,57.6,0.074,,walking
66.900,-83.709,-24.892,-103.789,27.76,57.6,0.074,,walking
67.000,-67.442,-18.496,-90.812,27.73,57.6,0.074,,walking
67.100,-44.961,-6.667,37.666,27.71,57.6,0.074,,walking
67.200,-25.286,2.504,86.418,27.70,57.6,0.074,,walking
67.300,-9.051,13.705,118.838,27.70,57.6,0.074,,walking
67.400,1.953,18.418,-0.757,27.70,57.6,0.074,,walking
67.500,8.764,18.552,-42.279,27.70,57.6,0.074,,walking
67.600,9.699,13.884,-58.431,27.71,57.6,0.074,,walking
67.700,-18.256,1.377,-64.946,27.72,57.6,0.074,,walking
67.800,-45.933,-5.506,-61.833,27.73,57.6,0.074,,walking
67.900,-70.452,-12.805,-59.464,27.72,57.6,0.074,,walking
68.000,-86.323,-17.872,-70.743,27.69,57.6,0.074,,walking
68.100,-88.978,-11.017,-90.299,27.67,57.6,0.074,,walking
68.200,-79.422,-8.388,-73.098,27.66,57.6,0.074,,walking
68.300,-58.317,-13.731,-24.361,27.65,57.6,0.074,,walking
68.400,-31.434,-17.114,-6.750,27.65,57.6,0.074,,walking
68.500,-21.685,-26.848,-2.042,27.65,57.6,0.074,,walking
68.600,-15.963,-12.884,7.719,27.65,57.6,0.074,,walking
68.700,-1.079,7.251,-7.219,27.66,57.6,0.074,,walking
68.800,9.774,26.771,-37.746,27.66,57.6,0.074,,walking
68.900,9.345,37.416,-41.846,27.67,57.6,0.074,,walking
69.000,-19.756,13.525,-40.097,27.68,57.6,0.074,,walking
69.100,-52.396,1.408,-31.300,27.68,57.6,0.074,,walking
69.200,-75.060,-12.244,-21.743,27.66,57.6,0.074,,walking
69.300,-88.337,-13.220,-24.547,27.65,57.6,0.074,,walking
69.400,-94.112,-7.739,-24.953,27.63,57.6,0.074,,walking
69.500,-83.089,-12.195,-13.242,27.62,57.6,0.074,,walking
69.600,-57.237,-15.934,-2.765,27.61,57.6,0.074,,walking
69.700,-38.521,-30.588,-1.971,27.59,57.6,0.074,,walking
69.800,-37.869,-28.480,-3.113,27.57,57.6,0.074,,walking
69.900,-19.415,1.354,-5.639,27.56,57.6,0.074,,walking
70.000,-8.820,32.302,-46.777,27.54,57.6,0.074,,walking
70.100,-17.411,47.145,-56.318,27.53,57.6,0.074,,walking
70.200,-32.357,53.615,-59.161,27.53,57.6,0.074,,walking
70.300,-42.574,40.139,-60.237,27.53,57.6,0.074,,walking
70.400,-67.149,18.762,-58.886,27.53,57.6,0.074,,walking
70.500,-81.405,5.593,-53.179,27.54,57.6,0.074,,walking
70.600,-95.080,-1.565,-50.900,27.55,57.6,0.074,,walking
70.700,-98.009,-5.711,-71.438,27.55,57.6,0.074,,walking
70.800,-93.172,-1.406,-79.199,27.56,57.6,0.074,,walking
70.900,-71.260,9.469,45.864,27.57,57.6,0.074,,walking
71.000,-47.886,19.575,91.000,27.57,57.6,0.074,,walking
71.100,-28.772,25.678,112.077,27.58,57.6,0.074,,walking
71.200,-14.001,31.855,81.606,27.59,57.6,0.074,,walking
71.300,-1.115,37.262,-8.444,27.60,57.6,0.074,,walking
71.400,-3.069,30.523,-41.021,27.61,57.6,0.074,,walking
71.500,-39.871,15.011,-52.335,27.61,57.6,0.074,,walking
71.600,-59.392,-1.800,-44.299,27.60,57.6,0.074,,walking
71.700,-71.783,-13.358,-30.524,27.57,57.6,0.074,,walking
71.800,-85.059,-21.243,-29.037,27.53,57.6,0.074,,walking
71.900,-89.660,-25.136,-57.361,27.48,57.6,0.074,,walking
72.000,-89.423,-21.454,-66.821,27.45,57.6,0.074,,walking
72.100,-74.558,-17.237,42.819,27.43,57.6,0.074,,walking
72.200,-50.803,-9.534,79.822,27.42,57.6,0.074,,walking
72.300,-29.845,2.757,96.433,27.42,57.6,0.074,,walking
72.400,-13.474,19.548,113.692,27.42,57.6,0.074,,walking
72.500,-4.637,31.029,39.795,27.42,57.6,0.074,,walking
72.600,-9.596,30.433,-22.458,27.43,57.6,0.074,,walking
72.700,-36.401,20.869,-44.549,27.44,57.6,0.074,,walking
72.800,-56.443,3.113,-48.224,27.44,57.6,0.074,,walking
72.900,-66.262,-7.986,-46.621,27.44,57.6,0.074,,walking
73.000,-73.025,-8.304,-53.324,27.44,57.6,0.074,,walking
73.100,-74.008,-11.198,-78.906,27.44,57.6,0.074,,walking
73.200,-77.020,-10.659,-116.236,27.44,57.6,0.074,,walking
73.300,-72.700,-7.830,-24.108,27.45,57.6,0.074,,walking
73.400,-55.096,-1.228,57.532,27.45,57.6,0.074,,walking
73.500,-35.631,9.281,90.017,27.46,57.6,0.074,,walking
73.600,-19.420,22.246,108.770,27.46,57.6,0.074,,walking
73.700,-7.967,31.634,136.502,27.47,57.6,0.074,,walking
73.800,-3.297,36.824,8.915,27.48,57.6,0.074,,walking
73.900,2.167,36.417,-40.452,27.49,57.6,0.074,,walking
74.000,-25.155,22.969,-60.212,27.49,57.6,0.074,,walking
74.100,-58.446,7.196,-60.953,27.49,57.6,0.074,,walking
74.200,-72.366,-2.799,-51.238,27.47,57.6,0.074,,walking
74.300,-78.219,-8.287,-51.287,27.43,57.6,0.074,,walking
74.400,-74.486,-8.632,-76.282,27.38,57.6,0.074,,walking
74.500,-68.862,-4.396,-113.491,27.32,57.6,0.074,,walking
74.600,-57.974,7.787,-80.965,27.28,57.6,0.074,,walking
74.700,-46.815,24.175,51.605,27.25,57.6,0.074,,walking
74.800,-38.386,36.320,64.389,27.24,57.6,0.074,,walking
74.900,-32.609,41.157,-52.117,27.24,57.6,0.074,,walking
75.000,-24.414,37.099,-76.516,27.24,57.6,0.074,,walking
75.100,-18.023,32.193,-76.677,27.24,57.6,0.074,,walking
75.200,-35.354,19.249,-71.614,27.25,57.6,0.074,,walking
75.300,-67.627,2.541,-59.460,27.26,57.6,0.074,,walking
75.400,-79.486,-7.630,-41.537,27.25,57.6,0.074,,walking
75.500,-88.485,-9.061,-37.332,27.22,57.6,0.074,,walking
75.600,-82.207,-3.612,-56.358,27.19,57.6,0.074,,walking
75.700,-77.731,-0.110,-84.735,27.15,57.6,0.074,,walking
75.800,-69.719,6.694,-108.383,27.11,57.6,0.074,,walking
75.900,-54.258,22.432,37.909,27.08,57.6,0.074,,walking
76.000,-44.521,33.731,100.157,27.06,57.6,0.074,,walking
76.100,-36.175,41.707,135.487,27.05,57.6,0.074,,walking
76.200,-27.940,43.135,-6.823,27.05,57.6,0.074,,walking
76.300,-19.489,37.412,-47.592,27.06,57.6,0.074,,walking
76.400,-17.501,28.594,-62.847,27.07,57.6,0.074,,walking
76.500,-38.457,14.963,-66.786,27.07,57.6,0.074,,walking
76.600,-70.825,-2.523,-60.514,27.08,57.6,0.074,,walking
76.700,-87.019,-9.869,-45.353,27.08,57.6,0.074,,walking
76.800,-89.349,-2.778,-49.533,27.06,57.6,0.074,,walking
76.900,-81.522,-2.903,-74.188,27.03,57.6,0.074,,walking
77.000,-71.228,-5.386,-109.142,27.02,57.6,0.074,,walking
77.100,-55.124,2.557,-7.158,27.02,57.6,0.074,,walking
77.200,-36.719,14.525,78.021,27.01,57.6,0.074,,walking
77.300,-26.151,24.707,120.494,27.02,57.6,0.074,,walking
77.400,-16.109,35.512,93.335,27.02,57.6,0.074,,walking
77.500,-5.253,34.595,-13.539,27.03,57.6,0.074,,walking
77.600,0.415,31.387,-51.959,27.04,57.6,0.074,,walking
77.700,-30.508,18.794,-65.966,27.05,57.6,0.074,,walking
77.800,-53.275,9.271,-68.428,27.06,57.6,0.074,,walking
77.900,-67.076,-1.206,-65.670,27.05,57.6,0.074,,walking
78.000,-76.270,-2.184,-71.231,27.01,57.6,0.074,,walking
78.100,-67.525,-3.423,-97.310,26.97,57.6,0.074,,walking
78.200,-61.494,-0.141,-99.846,26.92,57.6,0.074,,walking
78.300,-45.901,8.271,42.497,26.88,57.6,0.074,,walking
78.400,-29.776,27.319,103.563,26.85,57.6,0.074,,walking
78.500,-22.124,41.804,135.382,26.83,57.6,0.074,,walking
78.600,-16.975,45.868,-21.216,26.82,57.6,0.074,,walking
78.700,-12.943,45.644,-57.867,26.82,57.6,0.074,,walking
78.800,-8.543,40.741,-64.172,26.83,57.6,0.074,,walking
78.900,-26.746,24.385,-62.904,26.84,57.6,0.074,,walking
79.000,-54.557,2.578,-56.542,26.85,57.6,0.074,,walking
79.100,-66.844,-8.322,-46.861,26.84,57.6,0.074,,walking
79.200,-73.685,-8.833,-44.963,26.82,57.6,0.074,,walking
79.300,-66.087,-8.054,-68.993,26.78,57.6,0.074,,walking
79.400,-65.620,-8.048,-112.323,26.74,57.6,0.074,,walking
79.500,-54.167,-0.999,2.390,26.71,57.6,0.074,,walking
79.600,-35.773,15.371,82.293,26.69,57.6,0.074,,walking
79.700,-24.234,27.678,117.189,26.68,57.6,0.074,,walking
79.800,-14.525,36.292,75.759,26.68,57.6,0.074,,walking
79.900,-2.662,34.740,-28.752,26.69,57.6,0.074,,walking
80.000,18.261,38.522,-66.676,26.69,57.6,0.074,,walking
80.100,15.585,39.255,-71.496,26.70,57.6,0.074,,walking
80.200,-18.490,19.564,-75.149,26.72,57.6,0.074,,walking
80.300,-55.968,-8.348,-91.265,26.73,57.6,0.074,,walking
80.400,-76.759,-16.809,-65.351,26.72,57.6,0.074,,walking
80.500,-87.304,-17.801,-52.583,26.68,57.6,0.074,,walking
80.600,-75.948,-14.222,-83.470,26.63,57.6,0.074,,walking
80.700,-65.643,-9.806,-120.723,26.58,57.6,0.074,,walking
80.800,-49.809,-3.649,33.986,26.55,57.6,0.074,,walking
80.900,-28.049,4.631,98.627,26.52,57.6,0.074,,walking
81.000,-13.467,15.043,132.949,26.50,57.6,0.074,,walking
81.100,-2.720,23.979,4.349,26.50,57.6,0.074,,walking
81.200,8.156,22.957,-70.373,26.50,57.6,0.074,,walking
81.300,16.197,23.036,-87.803,26.51,57.6,0.074,,walking
81.400,0.961,15.315,-86.833,26.52,57.6,0.074,,walking
81.500,-41.050,5.985,-85.176,26.53,57.6,0.074,,walking
81.600,-51.905,8.857,-83.928,26.54,57.6,0.074,,walking
81.700,-61.932,13.130,-84.772,26.53,57.6,0.074,,walking
81.800,-72.984,10.044,-85.984,26.52,57.6,0.074,,walking
81.900,-63.546,11.894,-98.646,26.49,57.6,0.074,,walking
82.000,-54.852,13.300,-130.842,26.46,57.6,0.074,,walking
82.100,-42.093,21.293,1.711,26.43,57.6,0.074,,walking
82.200,-26.850,32.144,83.918,26.42,57.6,0.074,,walking
82.300,-15.084,42.042,129.463,26.41,57.6,0.074,,walking
82.400,-6.550,39.289,-19.937,26.40,57.6,0.074,,walking
82.500,4.961,32.895,-70.453,26.41,57.6,0.074,,walking
82.600,8.084,26.149,-84.769,26.41,57.6,0.074,,walking
82.700,-19.609,18.984,-86.509,26.41,57.6,0.074,,walking
82.800,-50.379,13.236,-85.736,26.42,57.6,0.074,,walking
82.900,-68.733,8.089,-86.102,26.42,57.6,0.074,,walking
83.000,-76.329,10.716,-86.010,26.41,57.6,0.074,,walking
83.100,-63.138,12.116,-98.866,26.39,57.6,0.074,,walking
83.200,-58.636,14.934,-128.477,26.36,57.6,0.074,,walking
83.300,-43.596,19.774,-0.679,26.33,57.6,0.074,,walking
83.400,-26.121,28.414,79.014,26.32,57.6,0.074,,walking
83.500,-10.322,36.529,119.663,26.31,57.6,0.074,,walking
83.600,-1.250,40.129,-29.979,26.30,57.6,0.074,,walking
83.700,7.479,47.584,-78.550,26.31,57.6,0.074,,walking
83.800,11.667,50.859,-84.046,26.31,57.6,0.074,,walking
83.900,3.950,35.127,-83.603,26.32,57.6,0.074,,walking
84.000,-33.920,18.785,-82.496,26.32,57.6,0.074,,walking
84.100,-48.428,13.078,-78.054,26.33,57.6,0.074,,walking
84.200,-53.333,11.930,-72.835,26.32,57.6,0.074,,walking
84.300,-60.410,3.280,-77.011,26.30,57.6,0.074,,walking
84.400,-59.803,6.705,-104.416,26.28,57.6,0.074,,walking
84.500,-49.787,13.382,-48.357,26.25,57.6,0.074,,walking
84.600,-29.777,25.860,59.964,26.23,57.6,0.074,,walking
84.700,-16.188,34.250,107.056,26.22,57.6,0.074,,walking
84.800,-7.277,39.127,49.906,26.22,57.6,0.074,,walking
84.900,2.490,37.581,-40.008,26.22,57.6,0.074,,walking
85.000,9.068,37.123,-66.284,26.22,57.6,0.074,,walking
85.100,-0.656,30.962,-70.157,26.23,57.6,0.074,,walking
85.200,-34.749,12.948,-70.608,26.24,57.6,0.074,,walking
85.300,-55.017,7.969,-67.611,26.24,57.6,0.074,,walking
85.400,-67.538,5.132,-61.109,26.24,57.6,0.074,,walking
85.500,-61.632,6.290,-66.751,26.22,57.6,0.074,,walking
85.600,-59.650,13.416,-96.401,26.20,57.6,0.074,,walking
85.700,-48.805,16.501,20.645,26.17,57.6,0.074,,walking
85.800,-25.334,25.571,77.329,26.16,57.6,0.074,,walking
85.900,-10.216,33.285,105.677,26.14,57.6,0.074,,walking
86.000,2.032,38.343,38.969,26.14,57.6,0.074,,walking
86.100,13.029,39.483,-41.802,26.14,57.6,0.074,,walking
86.200,16.422,37.296,-64.963,26.14,57.6,0.074,,walking
86.300,0.067,26.235,-71.992,26.15,57.6,0.074,,walking
86.400,-34.307,11.874,-74.385,26.16,57.6,0.074,,walking
86.500,-55.928,3.862,-71.819,26.16,57.6,0.074,,walking
86.600,-72.867,0.942,-68.628,26.16,57.6,0.074,,walking
86.700,-73.244,3.749,-74.772,26.14,57.6,0.074,,walking
86.800,-64.893,6.386,-116.071,26.12,57.6,0.074,,walking
86.900,-52.579,10.007,18.200,26.09,57.6,0.074,,walking
87.000,-30.001,19.067,78.246,26.07,57.6,0.074,,walking
87.100,-13.128,29.485,109.270,26.05,57.6,0.074,,walking
87.200,-0.242,34.859,52.262,26.05,57.6,0.074,,walking
87.300,10.647,35.579,-31.203,26.04,57.6,0.074,,walking
87.400,26.478,42.610,-63.369,26.05,57.6,0.074,,walking
87.500,15.511,48.471,-69.891,26.05,57.6,0.074,,walking
87.600,55.694,43.857,-68.702,26.06,57.6,0.074,,walking
87.700,83.218,35.288,-70.393,26.07,57.6,0.074,,walking
87.800,102.812,29.036,-73.326,26.08,57.6,0.074,,walking
87.900,120.417,24.016,-73.212,26.09,57.6,0.074,,walking
88.000,75.556,17.593,-78.662,26.11,57.6,0.074,,walking
88.100,83.173,11.199,-84.189,26.12,57.6,0.074,,walking
88.200,79.608,12.001,-85.269,26.13,57.6,0.074,,walking
88.300,81.582,4.835,-87.203,26.14,57.6,0.074,,walking
88.400,87.448,0.440,-93.972,26.14,57.6,0.074,,walking
88.500,83.196,-8.170,-102.332,26.16,57.6,0.074,,walking
88.600,91.560,-18.646,-115.388,26.16,57.6,0.074,,walking
88.700,105.872,-14.767,-125.230,26.17,57.6,0.074,,walking
88.800,111.561,-3.000,-84.477,26.17,57.6,0.074,,walking
88.900,67.202,6.855,-64.362,26.18,57.6,0.074,,walking
89.000,24.563,7.427,-63.606,26.19,57.6,0.074,,walking
89.100,-12.081,10.912,-67.439,26.18,57.6,0.074,,walking
89.200,-28.362,13.214,-78.060,26.17,57.6,0.074,,walking
89.300,-26.368,22.348,36.439,26.16,57.6,0.074,,walking
89.400,-20.810,20.752,51.674,26.15,57.6,0.074,,walking
89.500,-8.102,26.947,36.432,26.14,57.6,0.074,,walking
89.600,7.454,37.078,-6.138,26.14,57.6,0.074,,walking
89.700,9.447,40.686,-49.055,26.14,57.6,0.074,,walking
89.800,10.507,26.834,-71.942,26.15,57.6,0.074,,walking
89.900,-12.908,15.302,-82.154,26.16,57.6,0.074,,walking
90.000,-48.115,23.372,-87.024,26.17,57.6,0.074,,walking
90.100,-66.850,35.776,-93.372,26.18,57.6,0.074,,walking
90.200,-72.258,48.116,-102.913,26.18,57.6,0.074,,walking
90.300,-68.776,48.775,-101.735,26.19,57.6,0.074,,walking
90.400,-56.072,44.848,-74.616,26.19,57.6,0.074,,walking
90.500,-39.297,36.254,-42.579,26.19,57.6,0.074,,walking
90.600,-17.636,31.197,-23.226,26.20,57.6,0.074,,walking
90.700,2.747,29.821,-22.214,26.20,57.6,0.074,,walking
90.800,15.700,26.399,-47.946,26.21,57.6,0.074,,walking
90.900,23.121,24.677,-64.523,26.22,57.6,0.074,,walking
91.000,13.783,20.860,-71.172,26.22,57.6,0.074,,walking
91.100,-17.208,16.761,-71.856,26.23,57.6,0.074,,walking
91.200,-48.071,16.937,-68.811,26.24,57.6,0.074,,walking
91.300,-75.114,21.040,-66.885,26.24,57.6,0.074,,walking
91.400,-92.401,19.292,-71.161,26.24,57.6,0.074,,walking
91.500,-85.929,20.427,-62.686,26.23,57.6,0.074,,walking
91.600,-72.700,19.626,-39.271,26.24,57.6,0.074,,walking
91.700,-56.819,14.450,-9.185,26.24,57.6,0.074,,walking
91.800,-31.720,16.375,22.264,26.24,57.6,0.074,,walking
91.900,-4.355,25.854,36.532,26.24,57.6,0.074,,walking
92.000,7.816,43.068,-47.877,26.25,57.6,0.074,,walking
92.100,11.568,53.111,-68.258,26.26,57.6,0.074,,walking
92.200,14.107,66.747,-72.180,26.27,57.6,0.074,,walking
92.300,43.661,82.994,-66.290,26.28,57.6,0.074,,walking
92.400,65.695,73.927,-57.672,26.29,57.6,0.074,,walking
92.500,88.312,57.625,-54.769,26.30,57.6,0.074,,walking
92.600,81.163,55.302,-57.913,26.31,57.6,0.074,,walking
92.700,90.671,40.681,-60.440,26.32,57.6,0.074,,walking
92.800,72.699,21.599,-70.087,26.33,57.6,0.074,,walking
92.900,49.865,11.190,-77.250,26.33,57.6,0.074,,walking
93.000,34.086,16.407,-72.098,26.33,57.6,0.074,,walking
93.100,21.280,16.571,-57.115,26.32,57.6,0.074,,walking
93.200,15.758,18.710,-42.608,26.30,57.6,0.074,,walking
93.300,20.645,26.326,56.824,26.27,57.6,0.074,,walking
93.400,31.086,37.021,118.263,26.25,57.6,0.074,,walking
93.500,27.060,48.738,84.139,26.23,57.6,0.074,,walking
93.600,15.427,52.883,-48.071,26.22,57.6,0.074,,walking
93.700,4.417,51.012,-99.025,26.23,57.6,0.074,,walking
93.800,-9.371,52.430,-111.086,26.23,57.6,0.074,,walking
93.900,-11.820,47.804,-104.226,26.23,57.6,0.074,,walking
94.000,-6.374,40.423,-63.236,26.24,57.6,0.074,,walking
94.100,1.989,34.557,-21.498,26.25,57.6,0.074,,walking
94.200,13.396,30.879,5.140,26.26,57.6,0.074,,walking
94.300,20.886,24.811,3.871,26.27,57.6,0.074,,walking
94.400,33.115,16.769,-57.407,26.29,57.6,0.074,,walking
94.500,36.332,9.916,-75.473,26.30,57.6,0.074,,walking
94.600,8.312,5.599,-80.569,26.31,57.6,0.074,,walking
94.700,-9.377,6.306,-81.454,26.32,57.6,0.074,,walking
94.800,-34.223,14.120,-81.467,26.32,57.6,0.074,,walking
94.900,-61.866,15.356,-88.613,26.32,57.6,0.074,,walking
95.000,-77.603,13.033,-99.737,26.32,57.6,0.074,,walking
95.100,-69.268,12.644,-87.282,26.32,57.6,0.074,,walking
95.200,-55.733,9.929,-34.187,26.32,57.6,0.074,,walking
95.300,-39.908,4.615,11.422,26.32,57.6,0.074,,walking
95.400,-22.601,6.493,46.244,26.33,57.6,0.074,,walking
95.500,-0.379,23.626,51.605,26.34,57.6,0.074,,walking
95.600,10.554,32.087,-37.469,26.35,57.6,0.074,,walking
95.700,8.514,35.061,-63.695,26.35,57.6,0.074,,walking
95.800,-18.247,26.582,-68.902,26.37,57.6,0.074,,walking
95.900,-34.264,20.803,-69.972,26.37,57.6,0.074,,walking
96.000,-49.412,13.769,-72.572,26.38,57.6,0.074,,walking
96.100,-61.734,13.223,-80.702,26.36,57.6,0.074,,walking
96.200,-62.807,11.988,-94.036,26.34,57.6,0.074,,walking
96.300,-56.630,12.000,-70.139,26.33,57.6,0.074,,walking
96.400,-41.557,12.514,40.953,26.32,57.6,0.074,,walking
96.500,-20.336,17.811,88.653,26.31,57.6,0.074,,walking
96.600,-5.685,24.704,115.842,26.31,57.6,0.074,,walking
96.700,10.641,30.949,100.547,26.31,57.6,0.074,,walking
96.800,22.551,30.624,-16.653,26.30,57.6,0.074,,walking
96.900,26.804,25.919,-60.337,26.31,57.6,0.074,,walking
97.000,3.724,18.250,-78.484,26.32,57.6,0.074,,walking
97.100,-39.278,8.418,-90.167,26.33,57.6,0.074,,walking
97.200,-71.471,2.921,-104.992,26.33,57.6,0.074,,walking
97.300,-94.285,4.223,-107.752,26.33,57.6,0.074,,walking
97.400,-91.359,0.415,-108.789,26.32,57.6,0.074,,walking
97.500,-86.419,6.243,-132.446,26.30,57.6,0.074,,walking
97.600,-59.786,13.073,-13.132,26.29,57.6,0.074,,walking
97.700,-32.763,22.562,73.195,26.28,57.6,0.074,,walking
97.800,-13.573,27.859,120.974,26.28,57.6,0.074,,walking
97.900,1.886,24.875,-18.087,26.28,57.6,0.074,,walking
98.000,10.963,21.424,-66.797,26.28,57.6,0.074,,walking
98.100,-1.514,12.899,-86.066,26.29,57.6,0.074,,walking
98.200,-41.415,13.067,-94.889,26.29,57.6,0.074,,walking
98.300,-62.489,12.780,-100.157,26.30,57.6,0.074,,walking
98.400,-80.572,11.151,-104.421,26.30,57.6,0.074,,walking
98.500,-81.971,11.148,-114.981,26.30,57.6,0.074,,walking
98.600,-76.763,13.639,-137.926,26.29,57.6,0.074,,walking
98.700,-58.076,15.356,18.078,26.29,57.6,0.074,,walking
98.800,-32.691,21.001,82.146,26.28,57.6,0.074,,walking
98.900,-14.710,28.374,121.812,26.28,57.6,0.074,,walking
99.000,2.902,38.187,10.572,26.29,57.6,0.074,,walking
99.100,12.743,55.098,-46.429,26.29,57.6,0.074,,walking
99.200,12.143,58.904,-58.906,26.31,57.6,0.074,,walking
99.300,10.428,81.901,-57.750,26.32,57.6,0.074,,walking
99.400,56.488,79.882,-48.703,26.32,57.6,0.074,,walking
99.500,79.408,59.547,-45.991,26.33,57.6,0.074,,walking
99.600,102.242,38.546,-52.819,26.34,57.6,0.074,,walking
99.700,117.591,24.804,-64.585,26.35,57.6,0.074,,walking
99.800,121.572,12.374,-79.884,26.36,57.6,0.074,,walking
99.900,122.152,3.610,-104.750,26.37,57.6,0.074,,walking
100.000,123.859,0.292,-126.417,26.38,57.6,0.074,,walking
100.100,124.439,-4.167,-146.524,26.39,57.6,0.074,,walking
100.200,122.064,-14.751,-162.869,26.40,57.6,0.074,,walking
100.300,120.204,-24.184,-170.430,26.40,57.6,0.074,,walking
100.400,125.263,-31.185,-5.494,26.41,57.6,0.074,,walking
100.500,107.036,-23.512,39.379,26.42,57.6,0.074,,walking
